RouteID,EvacPoint,Shelter,Distance_km,Time_min
R391,Desa Dayeluhur,Balai Desa Sidaurip,96.825,148.8
R392,Desa Dayeluhur,Balai Desa Pagubugan Kulon,158.208,218.0
R393,Desa Dayeluhur,Balai Desa Pagubugan,159.734,220.9
R394,Desa Dayeluhur,Balai Desa Karangnangka,155.668,223.1
R395,Desa Dayeluhur,Balai Desa Kemojing,153.671,217.6
R396,Desa Dayeluhur,Balai Desa Pesawahan,155.211,219.7
R397,Desa Dayeluhur,Balai Desa Pasuruhan,152.248,219.6
R398,Desa Dayeluhur,Balai Desa Alangamba,152.165,216.4
R399,Desa Dayeluhur,Balai Desa Binangun,102.744,167.4
R400,Desa Dayeluhur,Balai Desa Bangkal,147.373,216.0
R401,Desa Dayeluhur,Balai Desa Jepara Wetan,152.315,215.8
R402,Desa Dayeluhur,Balai Desa Jepara Kulon,150.88,212.7
R403,Desa Dayeluhur,Balai Desa Kepudang,150.155,211.7
R404,Desa Dayeluhur,Balai Desa Jati,151.066,215.2
R405,Desa Dayeluhur,Balai Desa Karangtawang,161.037,222.9
R406,Desa Dayeluhur,Balai Desa Karangpakis,162.546,223.2
R407,Desa Dayeluhur,Balai Desa Banjarsari,164.469,225.3
R408,Desa Dayeluhur,Balai Desa Jetis,166.902,228.4
R409,Desa Dayeluhur,Balai Desa Banjareja,162.268,228.7
R410,Desa Dayeluhur,Balai Desa Kedungbenda,159.798,224.8
R411,Desa Dayeluhur,Balai Desa Klumprit,157.884,221.9
R412,Desa Dayeluhur,Balai Desa Karangsembung,161.355,231.1
R413,Desa Dayeluhur,Balai Desa Purwadadi,159.116,224.2
R414,Desa Dayeluhur,Balai Desa Nusawangkal,158.282,222.5
R415,Desa Dayeluhur,Balai Desa Karangputat,153.294,217.4
R416,Desa Dayeluhur,Balai Desa Banjarwaru,149.32,211.4
R417,Desa Dayeluhur,Balai Desa Danasri,152.059,215.4
R418,Desa Dayeluhur,Balai Desa Danasri Kidul,153.383,217.4
R419,Desa Dayeluhur,Balai Desa Nusawungu,155.658,218.6
R420,Desa Dayeluhur,Balai Desa Danasri Lor,151.592,214.4
R421,Desa Dayeluhur,Balai Desa Sikanco,150.575,212.9
R422,Desa Dayeluhur,Balai Desa Tambakreja,89.429,132.2
R423,Desa Dayeluhur,Kelurahan Tegalreja,144.674,200.8
R424,Desa Dayeluhur,Kelurahan Sidakaya,144.848,202.8
R425,Desa Dayeluhur,Kelurahan Cilacap,146.489,206.2
R426,Desa Dayeluhur,Kelurahan Tegalkamulyan,144.968,201.7
R427,Desa Dayeluhur,Kelurahan Kutawaru,121.405,197.8
R428,Desa Dayeluhur,Kelurahan Lomanis,142.474,196.5
R429,Desa Dayeluhur,Kelurahan Donan,144.42,200.1
R430,Desa Dayeluhur,Kelurahan Sidanegara,143.208,199.3
R431,Desa Dayeluhur,Kelurahan Gunungsimping,142.402,198.8
R432,Desa Dayeluhur,Kelurahan Kebonmanis,141.025,195.7
R433,Desa Dayeluhur,Kelurahan Gumilir,139.086,192.1
R434,Desa Dayeluhur,Kelurahan Mertasinga,137.873,192.3
R435,Desa Dayeluhur,Kelurahan Tritih Kulon,137.27,188.9
R436,Desa Dayeluhur,Kelurahan Karangtalun,139.275,191.6
R437,Desa Dayeluhur,Balai Desa Kawunganten,103.984,153.4
R438,Desa Dayeluhur,Balai Desa Kawunganten Lor,104.166,156.6
R439,Desa Dayeluhur,Balai Desa Sarwadadi,107.176,163.6
R440,Desa Dayeluhur,Balai Desa Kalijeruk,106.812,160.7
R441,Desa Dayeluhur,Balai Desa Mentasan,109.403,165.8
R442,Desa Dayeluhur,Balai Desa Sidaurip,115.291,178.1
R443,Desa Dayeluhur,Balai Desa Babakan,115.359,181.0
R444,Desa Dayeluhur,Balai Desa Ujunggagak,91.833,142.8
R445,Desa Dayeluhur,Balai Desa Klaces,91.833,142.8
R446,Desa Dayeluhur,Balai Desa Panikel,109.236,185.0
R447,Desa Dayeluhur,Balai Desa Tritih Wetan,135.814,187.8
R448,Desa Dayeluhur,Balai Desa Sumingkir,134.724,185.9
R449,Desa Dayeluhur,Balai Desa Jeruklegi Wetan,129.397,176.6
R450,Desa Dayeluhur,Balai Desa Jeruklegi Kulon,118.131,175.2
R451,Desa Dayeluhur,Balai Desa Sawangan,118.497,177.7
R452,Desa Dayeluhur,Balai Desa Cilibang,123.629,169.3
R453,Desa Dayeluhur,Balai Desa Mandala,137.763,193.8
R454,Desa Dayeluhur,Balai Desa Karangkemiri,136.498,193.8
R455,Desa Dayeluhur,Balai Desa Jambusari,122.017,167.8
R456,Desa Dayeluhur,Balai Desa Prapagan,125.363,182.0
R457,Desa Dayeluhur,Balai Desa Citepus,126.554,188.0
R458,Desa Dayeluhur,Balai Desa Menganti,140.121,195.2
R459,Desa Dayeluhur,Balai Desa Karangkandri,141.721,197.0
R460,Desa Dayeluhur,Balai Desa Slarang,137.743,193.4
R461,Desa Dayeluhur,Balai Desa Kesugihan Kidul,133.251,188.1
R462,Desa Dayeluhur,Balai Desa Kesugihan,131.704,184.3
R463,Desa Dayeluhur,Balai Desa Kalisabuk,138.606,194.4
R464,Desa Dayeluhur,Balai Desa Kuripan Kidul,140.216,193.8
R465,Desa Dayeluhur,Balai Desa Kuripan,139.826,192.9
R466,Desa Dayeluhur,Balai Desa Jangrana,140.81,197.0
R467,Desa Dayeluhur,Balai Desa Planjan,137.77,189.2
R468,Desa Dayeluhur,Balai Desa Dondong,137.688,190.0
R469,Desa Dayeluhur,Balai Desa Ciwuni,133.96,188.4
R470,Desa Dayeluhur,Balai Desa Karangjengkol,132.887,186.4
R471,Desa Dayeluhur,Balai Desa Keleng,130.402,182.1
R472,Desa Dayeluhur,Balai Desa Pesanggrahan,129.944,181.3
R473,Desa Dayeluhur,Balai Desa Bulupayung,134.237,187.4
R474,Desa Dayeluhur,Balai Desa Gombolharjo,138.15,194.9
R475,Desa Dayeluhur,Balai Desa Wlahar,141.028,200.1
R476,Desa Dayeluhur,Balai Desa Karanganyar,142.127,201.4
R477,Desa Dayeluhur,Balai Desa Pedasong,147.22,206.9
R478,Desa Dayeluhur,Balai Desa Glempangpasir,145.752,204.2
R479,Desa Dayeluhur,Balai Desa Welahan Wetan,150.108,208.4
R480,Desa Dayeluhur,Balai Desa Adireja Wetan,141.955,199.3
R481,Desa Dayeluhur,Balai Desa Adireja Kulon,141.025,198.0
R482,Desa Dayeluhur,Balai Desa Adipala,140.603,197.5
R483,Desa Dayeluhur,Balai Desa Penggalang,139.343,196.2
R484,Desa Dayeluhur,Balai Desa Karangsari,138.169,200.8
R485,Desa Dayeluhur,Balai Desa Kalikudi,137.791,193.6
R486,Desa Dayeluhur,Balai Desa Doplang,140.679,197.7
R487,Desa Dayeluhur,Balai Desa Karangreja,136.411,191.9
R488,Desa Dayeluhur,Balai Desa Klapagada,136.265,192.3
R489,Desa Dayeluhur,Balai Desa Pengawaren,86.184,122.6
R490,Desa Dayeluhur,Balai Desa Gunungtelu,93.675,133.4
R491,Desa Dayeluhur,Balai Desa Sindangbarang,93.199,129.4
R492,Desa Dayeluhur,Balai Desa Karangpucung,90.448,126.6
R493,Desa Dayeluhur,Balai Desa Tayemtimur,92.007,129.5
R494,Desa Dayeluhur,Balai Desa Tayem,89.502,125.4
R495,Desa Dayeluhur,Balai Desa Ciporos,85.339,119.5
R496,Desa Dayeluhur,Balai Desa Surusunda,90.78,136.5
R497,Desa Dayeluhur,Balai Desa Bengbulang,92.044,134.9
R498,Desa Dayeluhur,Balai Desa Sidamulya,109.149,194.3
R499,Desa Dayeluhur,Balai Desa Ciruyung,97.011,149.7
R500,Desa Dayeluhur,Balai Desa Pamulihan,95.513,153.5
R501,Desa Dayeluhur,Balai Desa Babakan,89.715,136.0
R502,Desa Dayeluhur,Balai Desa Serang,78.757,117.0
R503,Desa Dayeluhur,Balai Desa Mulyadadi,73.95,108.5
R504,Desa Dayeluhur,Balai Desa Cipari,75.014,110.6
R505,Desa Dayeluhur,Balai Desa Segaralangu,77.832,120.6
R506,Desa Dayeluhur,Balai Desa Karangreja,81.964,134.4
R507,Desa Dayeluhur,Balai Desa Kutasari,75.755,134.8
R508,Desa Dayeluhur,Balai Desa Pegadingan,75.264,116.8
R509,Desa Dayeluhur,Balai Desa Cisuru,72.31,107.8
R510,Desa Dayeluhur,Balai Desa Mekarsari,73.311,110.9
R511,Desa Dayeluhur,Balai Desa Sidasari,72.893,126.6
R512,Desa Dayeluhur,Balai Desa Caruy,81.522,127.1
R513,Desa Dayeluhur,Balai Desa Tegalsari,81.312,119.5
R514,Desa Dayeluhur,Balai Desa Margasari,75.117,117.8
R515,Desa Dayeluhur,Balai Desa Tinggarjaya,80.165,117.5
R516,Desa Dayeluhur,Balai Desa Gunungreja,83.535,123.7
R517,Desa Dayeluhur,Balai Desa Sidareja,83.337,123.3
R518,Desa Dayeluhur,Balai Desa Sidamulya,57.992,89.8
R519,Desa Dayeluhur,Balai Desa Sudagaran,85.336,127.3
R520,Desa Dayeluhur,Balai Desa Kunci,86.525,131.0
R521,Desa Dayeluhur,Balai Desa Karanggedang,90.362,139.4
R522,Desa Dayeluhur,Balai Desa Penyarang,86.901,143.7
R523,Desa Dayeluhur,Balai Desa Sidanegara,81.397,144.4
R524,Desa Dayeluhur,kelurahan Tambakreja,89.42,132.2
R525,Desa Dayeluhur,Balai Desa Kaliwungu,147.008,206.5
R526,Desa Dayeluhur,Balai Desa Bumireja,91.216,137.3
R527,Desa Dayeluhur,Balai Desa Jatisari,87.623,136.7
R528,Desa Dayeluhur,Balai Desa Ciklapa,87.579,138.1
R529,Desa Dayeluhur,Balai Desa Bangunreja,86.389,131.6
R530,Desa Dayeluhur,Balai Desa Kedungreja,86.258,129.7
R531,Desa Dayeluhur,Balai Desa Tambaksari,41.851,94.8
R532,Desa Dayeluhur,Balai Desa Rejamulya,72.525,111.3
R533,Desa Dayeluhur,Balai Desa Bojongsari,70.324,109.7
R534,Desa Dayeluhur,Balai Desa Rawaapu,85.026,128.6
R535,Desa Dayeluhur,Balai Desa Sidamukti,88.887,132.5
R536,Desa Dayeluhur,Balai Desa Purwodadi,91.189,136.0
R537,Desa Dayeluhur,Balai Desa Cimrutu,91.717,147.6
R538,Desa Dayeluhur,Balai Desa Patimuan,92.272,137.3
R539,Desa Dayeluhur,Balai Desa Cinyawang,93.664,137.2
R540,Desa Dayeluhur,Balai Desa Bulupayung,134.055,186.7
R541,Desa Dayeluhur,Balai Desa Cisumur,94.068,143.6
R542,Desa Dayeluhur,Balai Desa Sidaurip,96.92,149.2
R543,Desa Dayeluhur,Balai Desa Gintungreja,99.115,156.6
R544,Desa Dayeluhur,Balai Desa Layansari,95.03,147.0
R545,Desa Dayeluhur,Balai Desa Gandrungmanis,92.254,137.1
R546,Desa Dayeluhur,Balai Desa Bulusari,90.372,134.3
R547,Desa Dayeluhur,Balai Desa Gandrungmangu,90.222,135.0
R548,Desa Dayeluhur,Balai Desa Wringinharjo,86.662,128.9
R549,Desa Dayeluhur,Balai Desa Karanganyar,90.16,133.1
R550,Desa Dayeluhur,Balai Desa Muktisari,92.811,140.8
R551,Desa Dayeluhur,Balai Desa Kertajaya,106.644,160.3
R552,Desa Dayeluhur,Balai Desa Cinangsi,96.947,134.1
R553,Desa Dayeluhur,Balai Desa Karanggintung,92.724,139.9
R554,Desa Dayeluhur,Balai Desa Rungkang,98.491,143.7
R555,Desa Dayeluhur,Balai Desa Bantarsari,94.605,141.6
R556,Desa Dayeluhur,Balai Desa Rawajaya,97.667,148.3
R557,Desa Dayeluhur,Balai Desa Binangun,151.426,214.9
R558,Desa Dayeluhur,Balai Desa Bulaksari,96.765,148.7
R559,Desa Dayeluhur,Balai Desa Kamulyan,93.354,142.3
R560,Desa Dayeluhur,Balai Desa Cikedondong,99.45,159.7
R561,Desa Dayeluhur,Balai Desa Kedungwadas,105.133,156.1
R562,Desa Dayeluhur,Balai Desa Grugu,111.149,167.8
R563,Desa Dayeluhur,Balai Desa Ujungmanik,111.749,168.5
R564,Desa Dayeluhur,Balai Desa Kubangkangkung,108.378,159.6
R565,Desa Dayeluhur,Balai Desa Bojong,106.046,156.8
R566,Desa Dayeluhur,Balai Desa Cidadap,83.419,121.8
R567,Desa Dayeluhur,Balai Desa Matenggeng,39.766,80.3
R568,Desa Dayeluhur,Balai Desa Ciwalen,42.62,86.7
R569,Desa Dayeluhur,Balai Desa Dayeuhluhur,37.288,77.2
R570,Desa Dayeluhur,Balai Desa Hanum,34.634,73.5
R571,Desa Dayeluhur,Balai Desa Datar,36.494,79.3
R572,Desa Dayeluhur,Balai Desa Bingkeng,33.466,68.0
R573,Desa Dayeluhur,Balai Desa Bolang,26.64,52.7
R574,Desa Dayeluhur,Balai Desa Kutaagung,31.426,65.6
R575,Desa Dayeluhur,Balai Desa Cijeruk,28.818,58.4
R576,Desa Dayeluhur,Balai Desa Cilumping,32.278,68.8
R577,Desa Dayeluhur,Balai Desa Sumpinghayu,36.909,80.1
R578,Desa Dayeluhur,Balai Desa Purwasari,70.821,113.0
R579,Desa Dayeluhur,Balai Desa Cilongkrang,67.862,100.2
R580,Desa Dayeluhur,Balai Desa Tarisi,65.575,96.9
R581,Desa Dayeluhur,Balai Desa Bantar,60.421,89.4
R582,Desa Dayeluhur,Balai Desa Adimulya,56.793,84.7
R583,Desa Dayeluhur,Balai Desa Wanareja,56.764,86.7
R584,Desa Dayeluhur,Balai Desa Madura,51.401,78.5
R585,Desa Dayeluhur,Balai Desa Madusari,54.265,91.8
R586,Desa Dayeluhur,Balai Desa Majingklak,57.977,98.7
R587,Desa Dayeluhur,Balai Desa Malabar,62.862,101.8
R588,Desa Dayeluhur,Balai Desa Limbangan,62.726,98.0
R589,Desa Dayeluhur,Balai Desa Cigantung,83.573,142.7
R590,Desa Dayeluhur,Balai Desa Palugon,47.409,111.3
R591,Desa Dayeluhur,Balai Desa Pahonjean,63.808,92.4
R592,Desa Dayeluhur,Balai Desa Mulyadadi,69.916,104.4
R593,Desa Dayeluhur,Balai Desa Mulyasari,72.073,111.5
R594,Desa Dayeluhur,Balai Desa Padangsari,74.807,116.5
R595,Desa Dayeluhur,Balai Desa Cilopadang,71.957,104.2
R596,Desa Dayeluhur,Balai Desa Padangjaya,72.871,108.0
R597,Desa Dayeluhur,Balai Desa Sindangsari,69.463,100.9
R598,Desa Dayeluhur,Balai Desa Jenang,68.18,97.6
R599,Desa Dayeluhur,Balai Desa Salebu,62.418,94.3
R600,Desa Dayeluhur,Balai Desa Cibeunying,68.005,97.7
R601,Desa Dayeluhur,Balai Desa Sepatnunggal,76.723,122.1
R602,Desa Dayeluhur,Balai Desa Bener,74.256,114.9
R603,Desa Dayeluhur,Balai Desa Boja,77.137,114.7
R604,Desa Dayeluhur,Balai Desa Ujungbarang,81.043,123.3
R605,Desa Dayeluhur,Balai Desa Pengadegan,82.99,132.2
R606,Desa Dayeluhur,Balai Desa Sadabumi,81.094,135.3
R607,Desa Dayeluhur,Balai Desa Sadahayu,81.743,137.2
R608,Desa Dayeluhur,Balai Desa Karangreja,79.1,119.9
R609,Desa Dayeluhur,Balai Desa Cimanggu,79.482,113.2
R610,Desa Dayeluhur,Balai Desa Bantarpanjang,82.116,115.4
R611,Desa Dayeluhur,Balai Desa Panimbang,83.482,117.0
R612,Desa Dayeluhur,Balai Desa Mandala,87.849,130.4
R613,Desa Dayeluhur,Balai Desa Bantarmangu,86.461,127.2
R614,Desa Dayeluhur,Balai Desa Cilempuyang,78.559,111.4
R615,Desa Dayeluhur,Balai Desa Rejodadi,74.882,111.5
R616,Desa Dayeluhur,Balai Desa Negarajati,79.376,123.4
R617,Desa Dayeluhur,Balai Desa Cisalak,83.477,135.2
R618,Desa Dayeluhur,Balai Desa Cibalung,89.448,136.1
R619,Desa Dayeluhur,Balai Desa Kutabima,89.477,153.2
R620,Desa Dayeluhur,Balai Desa Pesahangan,79.502,124.9
R621,Desa Dayeluhur,Balai Desa Cijati,77.456,119.0
R622,Desa Dayeluhur,Balai Desa Tambaksari,41.824,94.7
R623,Desa Dayeluhur,Balai Desa Bulupayung,94.999,143.6
R624,Desa Dayeluhur,Balai Desa Bunton,141.772,201.3
R625,Desa Dayeluhur,Balai Desa Karangbenda,143.746,202.1
R626,Desa Dayeluhur,Balai Desa Adiraja,142.288,199.6
R627,Desa Dayeluhur,Balai Desa Tritih Lor,131.658,180.4
R628,Desa Dayeluhur,Balai Desa Brebeg,118.566,179.9
R629,Desa Bingkeng,BPBD Kabupaten Cilacap,114.161,157.3
R630,Desa Bingkeng,SMP N 1 Cilacap,115.627,160.3
R631,Desa Bingkeng,Politeknik Negeri Cilacap,111.229,154.7
R632,Desa Bingkeng,RSUD Cilacap,111.309,152.9
R633,Desa Bingkeng,Akbid Graha Mandiri,112.369,156.4
R634,Desa Bingkeng,Asrama Putri Stikes Al-Irsyad,110.684,153.2
R635,Desa Bingkeng,SD Al-Irsyad 01,113.151,154.4
R636,Desa Bingkeng,Rusunawa,113.228,156.0
R637,Desa Bingkeng,AMN Cilacap,109.845,152.4
R638,Desa Bingkeng,RSI Fatimah,108.497,150.6
R639,Desa Bingkeng,Badan Diklat Arsip dan Perpusd,112.676,155.9
R640,Desa Bingkeng,DPRD Kabupaten Cilacap,113.193,154.5
R641,Desa Bingkeng,SMP Pius Cilacap,113.877,159.3
R642,Desa Bingkeng,SMP Negeri 3 Cilacap,113.569,155.2
R643,Desa Bingkeng,SMP Purnama 1 Cilacap,111.984,155.6
R644,Desa Bingkeng,SMP Negeri 2 Cilacap,112.64,153.4
R645,Desa Bingkeng,Masjid Al-Jihad,107.522,146.7
R646,Desa Bingkeng,SMA Negeri 1 Cilacap,111.582,151.8
R647,Desa Bingkeng,RSU Santa Maria Cilacap,113.888,159.4
R648,Desa Bingkeng,Kantor Kelurahan Mertasinga,106.301,147.3
R649,Desa Bingkeng,Gedung Golkar,112.365,155.9
R650,Desa Bingkeng,SMA Sri Mukti Cilacap,110.663,153.4
R651,Desa Bingkeng,SMP Muhammadiyah 1,112.453,153.3
R652,Desa Bingkeng,SMP Muhammadiyah 2,106.074,144.2
R653,Desa Bingkeng,SMP PGRI 1 Cilacap,107.635,148.0
R654,Desa Bingkeng,SMP Purnama 2 Cilacap,112.678,153.4
R655,Desa Bingkeng,SMP Negeri 8 Cilacap,112.871,156.6
R656,Desa Bingkeng,SMK YPE Cilacap,112.348,156.4
R657,Desa Bingkeng,SMP Negeri 4 Cilacap,110.752,153.1
R658,Desa Bingkeng,SMP Negeri 6 Cilacap,110.482,152.6
R659,Desa Bingkeng,SD Negeri Tegalreja 01,111.679,151.7
R660,Desa Bingkeng,SMA Al-Irsyad Cilacap,113.231,154.7
R661,Desa Bingkeng,SD Negeri Tegalreja 02,110.565,151.2
R662,Desa Bingkeng,Masjid Agung Darussalam,113.439,155.2
R663,Desa Bingkeng,Hotel 3 Intan,114.397,157.3
R664,Desa Bingkeng,Hotel Mutiara,110.296,151.5
R665,Desa Bingkeng,PMI Cilacap,107.849,147.1
R666,Desa Bingkeng,SMA Yos Sudarso,113.622,158.9
R667,Desa Bingkeng,Rumah Sakit Aprilia,111.165,153.3
R668,Desa Bingkeng,Balai Desa Panulisan Barat,11.514,27.5
R669,Desa Bingkeng,Balai Desa Panulisan,13.301,27.2
R670,Desa Bingkeng,Balai Desa Panulisan Timur,10.801,20.9
R671,Desa Bingkeng,Balai Desa Karangrena,104.881,151.2
R672,Desa Bingkeng,Balai Desa Maos Kidul,104.848,147.1
R673,Desa Bingkeng,Balai Desa Maos Lor,106.31,145.7
R674,Desa Bingkeng,Balai Desa Kalijaran,107.69,153.2
R675,Desa Bingkeng,Balai Desa Mernek,108.76,153.0
R676,Desa Bingkeng,Balai Desa Penisihan,104.861,143.7
R677,Desa Bingkeng,Balai Desa Glempang,103.524,142.0
R678,Desa Bingkeng,Balai Desa Paketingan,103.242,144.9
R679,Desa Bingkeng,Balai Desa Ketanggung,105.273,145.7
R680,Desa Bingkeng,Balai Desa Nusajati,104.69,144.8
R681,Desa Bingkeng,Balai Desa Paberasan,105.997,149.2
R682,Desa Bingkeng,Balai Desa Karangjati,104.785,146.8
R683,Desa Bingkeng,Balai Desa Sidasari,102.432,142.0
R684,Desa Bingkeng,Balai Desa Karangasem,102.435,143.0
R685,Desa Bingkeng,Balai Desa Sampang,101.225,139.7
R686,Desa Bingkeng,Balai Desa Karangtengah,101.046,139.7
R687,Desa Bingkeng,Balai Desa Brani,99.433,137.5
R688,Desa Bingkeng,Balai Desa Sikampuh,108.027,150.1
R689,Desa Bingkeng,Balai Desa Karangturi,114.535,164.3
R690,Desa Bingkeng,Balai Desa Ayamalas,116.865,164.3
R691,Desa Bingkeng,Balai Desa Karangmangu,112.837,163.6
R692,Desa Bingkeng,Balai Desa Pucung Kidul,115.221,162.6
R693,Desa Bingkeng,Balai Desa Mergawati,117.479,166.9
R694,Desa Bingkeng,Balai Desa Pucung Lor,97.315,134.6
R695,Desa Bingkeng,Balai Desa Bajing,111.759,158.3
R696,Desa Bingkeng,Balai Desa Kroya,115.016,161.0
R697,Desa Bingkeng,Balai Desa Pekuncen,111.989,156.2
R698,Desa Bingkeng,Balai Desa Bajing Kulon,112.936,160.1
R699,Desa Bingkeng,Balai Desa Mujur,109.734,153.8
R700,Desa Bingkeng,Balai Desa Gentasari,107.22,150.2
R701,Desa Bingkeng,Balai Desa Mujur Lor,108.44,152.2
R702,Desa Bingkeng,Balai Desa Widarapayung Kulon,119.708,163.6
R703,Desa Bingkeng,Balai Desa Sidayu,120.264,164.7
R704,Desa Bingkeng,Balai Desa Widarapayung Wetan,121.534,166.3
R705,Desa Bingkeng,Balai Desa Sidaurip,64.421,103.1
R706,Desa Bingkeng,Balai Desa Pagubugan Kulon,125.804,171.1
R707,Desa Bingkeng,Balai Desa Pagubugan,127.331,174.0
R708,Desa Bingkeng,Balai Desa Karangnangka,123.264,176.2
R709,Desa Bingkeng,Balai Desa Kemojing,121.268,170.6
R710,Desa Bingkeng,Balai Desa Pesawahan,122.807,172.7
R711,Desa Bingkeng,Balai Desa Pasuruhan,119.845,172.6
R712,Desa Bingkeng,Balai Desa Alangamba,119.761,169.4
R713,Desa Bingkeng,Balai Desa Binangun,70.34,121.8
R714,Desa Bingkeng,Balai Desa Bangkal,114.97,169.2
R715,Desa Bingkeng,Balai Desa Jepara Wetan,119.912,169.1
R716,Desa Bingkeng,Balai Desa Jepara Kulon,118.476,166.0
R717,Desa Bingkeng,Balai Desa Kepudang,117.751,165.1
R718,Desa Bingkeng,Balai Desa Jati,118.662,168.6
R719,Desa Bingkeng,Balai Desa Karangtawang,128.634,176.0
R720,Desa Bingkeng,Balai Desa Karangpakis,130.143,176.2
R721,Desa Bingkeng,Balai Desa Banjarsari,132.066,178.3
R722,Desa Bingkeng,Balai Desa Jetis,134.498,181.3
R723,Desa Bingkeng,Balai Desa Banjareja,129.865,181.7
R724,Desa Bingkeng,Balai Desa Kedungbenda,127.395,177.8
R725,Desa Bingkeng,Balai Desa Klumprit,125.481,174.9
R726,Desa Bingkeng,Balai Desa Karangsembung,128.952,184.1
R727,Desa Bingkeng,Balai Desa Purwadadi,126.712,177.2
R728,Desa Bingkeng,Balai Desa Nusawangkal,125.879,175.5
R729,Desa Bingkeng,Balai Desa Karangputat,120.89,170.4
R730,Desa Bingkeng,Balai Desa Banjarwaru,116.917,164.4
R731,Desa Bingkeng,Balai Desa Danasri,119.656,168.4
R732,Desa Bingkeng,Balai Desa Danasri Kidul,120.979,170.4
R733,Desa Bingkeng,Balai Desa Nusawungu,123.255,171.6
R734,Desa Bingkeng,Balai Desa Danasri Lor,119.189,167.4
R735,Desa Bingkeng,Balai Desa Sikanco,118.172,165.9
R736,Desa Bingkeng,Balai Desa Tambakreja,57.025,86.6
R737,Desa Bingkeng,Kelurahan Tegalreja,111.317,155.8
R738,Desa Bingkeng,Kelurahan Sidakaya,112.445,156.2
R739,Desa Bingkeng,Kelurahan Cilacap,114.086,159.5
R740,Desa Bingkeng,Kelurahan Tegalkamulyan,112.565,155.1
R741,Desa Bingkeng,Kelurahan Kutawaru,89.002,152.1
R742,Desa Bingkeng,Kelurahan Lomanis,110.07,150.1
R743,Desa Bingkeng,Kelurahan Donan,112.016,153.7
R744,Desa Bingkeng,Kelurahan Sidanegara,110.805,152.8
R745,Desa Bingkeng,Kelurahan Gunungsimping,109.999,152.2
R746,Desa Bingkeng,Kelurahan Kebonmanis,108.622,149.2
R747,Desa Bingkeng,Kelurahan Gumilir,106.683,145.6
R748,Desa Bingkeng,Kelurahan Mertasinga,105.47,145.8
R749,Desa Bingkeng,Kelurahan Tritih Kulon,104.867,142.5
R750,Desa Bingkeng,Kelurahan Karangtalun,106.872,145.2
R751,Desa Bingkeng,Balai Desa Kawunganten,71.581,107.8
R752,Desa Bingkeng,Balai Desa Kawunganten Lor,71.763,111.0
R753,Desa Bingkeng,Balai Desa Sarwadadi,74.772,118.0
R754,Desa Bingkeng,Balai Desa Kalijeruk,74.409,115.0
R755,Desa Bingkeng,Balai Desa Mentasan,76.999,120.1
R756,Desa Bingkeng,Balai Desa Sidaurip,82.888,132.4
R757,Desa Bingkeng,Balai Desa Babakan,82.956,135.3
R758,Desa Bingkeng,Balai Desa Ujunggagak,78.814,118.8
R759,Desa Bingkeng,Balai Desa Klaces,78.814,118.8
R760,Desa Bingkeng,Balai Desa Panikel,76.832,139.3
R761,Desa Bingkeng,Balai Desa Tritih Wetan,103.411,141.4
R762,Desa Bingkeng,Balai Desa Sumingkir,102.321,139.5
R763,Desa Bingkeng,Balai Desa Jeruklegi Wetan,96.994,130.3
R764,Desa Bingkeng,Balai Desa Jeruklegi Kulon,85.728,129.4
R765,Desa Bingkeng,Balai Desa Sawangan,86.094,131.9
R766,Desa Bingkeng,Balai Desa Cilibang,91.226,123.1
R767,Desa Bingkeng,Balai Desa Mandala,105.36,147.5
R768,Desa Bingkeng,Balai Desa Karangkemiri,104.094,147.4
R769,Desa Bingkeng,Balai Desa Jambusari,89.614,121.5
R770,Desa Bingkeng,Balai Desa Prapagan,92.959,135.7
R771,Desa Bingkeng,Balai Desa Citepus,94.151,141.8
R772,Desa Bingkeng,Balai Desa Menganti,107.717,148.8
R773,Desa Bingkeng,Balai Desa Karangkandri,109.317,150.5
R774,Desa Bingkeng,Balai Desa Slarang,105.34,146.9
R775,Desa Bingkeng,Balai Desa Kesugihan Kidul,100.848,141.8
R776,Desa Bingkeng,Balai Desa Kesugihan,99.301,138.0
R777,Desa Bingkeng,Balai Desa Kalisabuk,106.203,148.1
R778,Desa Bingkeng,Balai Desa Kuripan Kidul,107.812,147.4
R779,Desa Bingkeng,Balai Desa Kuripan,107.423,146.5
R780,Desa Bingkeng,Balai Desa Jangrana,108.407,150.6
R781,Desa Bingkeng,Balai Desa Planjan,105.366,142.8
R782,Desa Bingkeng,Balai Desa Dondong,105.285,143.6
R783,Desa Bingkeng,Balai Desa Ciwuni,101.557,142.1
R784,Desa Bingkeng,Balai Desa Karangjengkol,100.484,140.2
R785,Desa Bingkeng,Balai Desa Keleng,97.999,135.8
R786,Desa Bingkeng,Balai Desa Pesanggrahan,97.541,135.0
R787,Desa Bingkeng,Balai Desa Bulupayung,101.833,140.9
R788,Desa Bingkeng,Balai Desa Gombolharjo,105.747,148.6
R789,Desa Bingkeng,Balai Desa Wlahar,108.624,153.7
R790,Desa Bingkeng,Balai Desa Karanganyar,109.724,154.9
R791,Desa Bingkeng,Balai Desa Pedasong,114.817,160.3
R792,Desa Bingkeng,Balai Desa Glempangpasir,113.348,157.6
R793,Desa Bingkeng,Balai Desa Welahan Wetan,117.704,161.8
R794,Desa Bingkeng,Balai Desa Adireja Wetan,109.552,152.7
