RouteID,EvacPoint,Shelter,Distance_km,Time_min
R23857,Desa Cilibang,Balai Desa Cijati,59.975,82.5
R23858,Desa Cilibang,Balai Desa Tambaksari,79.517,122.7
R23859,Desa Cilibang,Balai Desa Bulupayung,45.113,75.4
R23860,Desa Cilibang,Balai Desa Bunton,27.241,42.2
R23861,Desa Cilibang,Balai Desa Karangbenda,29.215,42.5
R23862,Desa Cilibang,Balai Desa Adiraja,27.757,40.1
R23863,Desa Cilibang,Balai Desa Tritih Lor,8.167,11.3
R23864,Desa Cilibang,Balai Desa Brebeg,9.163,17.3
R23865,Desa Brebeg,BPBD Kabupaten Cilacap,19.104,33.8
R23866,Desa Brebeg,SMP N 1 Cilacap,20.569,36.8
R23867,Desa Brebeg,Politeknik Negeri Cilacap,16.171,31.2
R23868,Desa Brebeg,RSUD Cilacap,16.252,29.4
R23869,Desa Brebeg,Akbid Graha Mandiri,17.311,32.8
R23870,Desa Brebeg,Asrama Putri Stikes Al-Irsyad,15.627,29.7
R23871,Desa Brebeg,SD Al-Irsyad 01,18.093,30.9
R23872,Desa Brebeg,Rusunawa,18.171,32.4
R23873,Desa Brebeg,AMN Cilacap,14.787,28.8
R23874,Desa Brebeg,RSI Fatimah,13.439,27.1
R23875,Desa Brebeg,Badan Diklat Arsip dan Perpusd,17.618,32.4
R23876,Desa Brebeg,DPRD Kabupaten Cilacap,18.136,31.1
R23877,Desa Brebeg,SMP Pius Cilacap,18.82,35.8
R23878,Desa Brebeg,SMP Negeri 3 Cilacap,18.512,31.7
R23879,Desa Brebeg,SMP Purnama 1 Cilacap,16.927,32.0
R23880,Desa Brebeg,SMP Negeri 2 Cilacap,17.583,29.9
R23881,Desa Brebeg,Masjid Al-Jihad,12.465,23.3
R23882,Desa Brebeg,SMA Negeri 1 Cilacap,16.524,28.3
R23883,Desa Brebeg,RSU Santa Maria Cilacap,18.831,35.8
R23884,Desa Brebeg,Kantor Kelurahan Mertasinga,11.244,23.8
R23885,Desa Brebeg,Gedung Golkar,17.308,32.5
R23886,Desa Brebeg,SMA Sri Mukti Cilacap,15.605,29.9
R23887,Desa Brebeg,SMP Muhammadiyah 1,17.395,29.8
R23888,Desa Brebeg,SMP Muhammadiyah 2,11.017,20.8
R23889,Desa Brebeg,SMP PGRI 1 Cilacap,12.578,24.5
R23890,Desa Brebeg,SMP Purnama 2 Cilacap,17.62,29.9
R23891,Desa Brebeg,SMP Negeri 8 Cilacap,17.813,33.0
R23892,Desa Brebeg,SMK YPE Cilacap,17.29,32.8
R23893,Desa Brebeg,SMP Negeri 4 Cilacap,15.695,29.6
R23894,Desa Brebeg,SMP Negeri 6 Cilacap,15.425,29.0
R23895,Desa Brebeg,SD Negeri Tegalreja 01,16.621,28.1
R23896,Desa Brebeg,SMA Al-Irsyad Cilacap,18.174,31.1
R23897,Desa Brebeg,SD Negeri Tegalreja 02,15.507,27.8
R23898,Desa Brebeg,Masjid Agung Darussalam,18.382,31.7
R23899,Desa Brebeg,Hotel 3 Intan,19.339,33.8
R23900,Desa Brebeg,Hotel Mutiara,15.238,28.1
R23901,Desa Brebeg,PMI Cilacap,12.792,23.6
R23902,Desa Brebeg,SMA Yos Sudarso,18.564,35.3
R23903,Desa Brebeg,Rumah Sakit Aprilia,16.108,29.9
R23904,Desa Brebeg,Balai Desa Panulisan Barat,77.451,119.1
R23905,Desa Brebeg,Balai Desa Panulisan,76.241,115.5
R23906,Desa Brebeg,Balai Desa Panulisan Timur,75.608,112.5
R23907,Desa Brebeg,Balai Desa Karangrena,19.612,38.8
R23908,Desa Brebeg,Balai Desa Maos Kidul,19.579,34.6
R23909,Desa Brebeg,Balai Desa Maos Lor,21.14,36.8
R23910,Desa Brebeg,Balai Desa Kalijaran,22.421,40.6
R23911,Desa Brebeg,Balai Desa Mernek,23.478,42.9
R23912,Desa Brebeg,Balai Desa Penisihan,22.544,38.4
R23913,Desa Brebeg,Balai Desa Glempang,23.882,40.0
R23914,Desa Brebeg,Balai Desa Paketingan,27.639,47.8
R23915,Desa Brebeg,Balai Desa Ketanggung,28.633,47.5
R23916,Desa Brebeg,Balai Desa Nusajati,29.216,48.4
R23917,Desa Brebeg,Balai Desa Paberasan,33.689,56.9
R23918,Desa Brebeg,Balai Desa Karangjati,32.058,54.5
R23919,Desa Brebeg,Balai Desa Sidasari,29.516,48.6
R23920,Desa Brebeg,Balai Desa Karangasem,29.519,49.6
R23921,Desa Brebeg,Balai Desa Sampang,28.308,46.4
R23922,Desa Brebeg,Balai Desa Karangtengah,26.711,43.8
R23923,Desa Brebeg,Balai Desa Brani,26.767,44.5
R23924,Desa Brebeg,Balai Desa Sikampuh,26.04,44.0
R23925,Desa Brebeg,Balai Desa Karangturi,30.061,53.7
R23926,Desa Brebeg,Balai Desa Ayamalas,32.391,53.4
R23927,Desa Brebeg,Balai Desa Karangmangu,31.817,53.8
R23928,Desa Brebeg,Balai Desa Pucung Kidul,33.508,54.9
R23929,Desa Brebeg,Balai Desa Mergawati,35.914,59.6
R23930,Desa Brebeg,Balai Desa Pucung Lor,18.33,32.2
R23931,Desa Brebeg,Balai Desa Bajing,31.828,53.7
R23932,Desa Brebeg,Balai Desa Kroya,30.543,50.1
R23933,Desa Brebeg,Balai Desa Pekuncen,27.516,45.5
R23934,Desa Brebeg,Balai Desa Bajing Kulon,30.371,51.2
R23935,Desa Brebeg,Balai Desa Mujur,33.349,56.5
R23936,Desa Brebeg,Balai Desa Gentasari,31.418,53.4
R23937,Desa Brebeg,Balai Desa Mujur Lor,34.955,59.2
R23938,Desa Brebeg,Balai Desa Widarapayung Kulon,33.61,50.1
R23939,Desa Brebeg,Balai Desa Sidayu,34.167,51.3
R23940,Desa Brebeg,Balai Desa Widarapayung Wetan,35.436,52.7
R23941,Desa Brebeg,Balai Desa Sidaurip,29.026,52.4
R23942,Desa Brebeg,Balai Desa Pagubugan Kulon,39.706,57.4
R23943,Desa Brebeg,Balai Desa Pagubugan,41.233,60.3
R23944,Desa Brebeg,Balai Desa Karangnangka,44.403,67.7
R23945,Desa Brebeg,Balai Desa Kemojing,42.599,62.4
R23946,Desa Brebeg,Balai Desa Pesawahan,41.059,59.8
R23947,Desa Brebeg,Balai Desa Pasuruhan,40.309,62.8
R23948,Desa Brebeg,Balai Desa Alangamba,38.471,58.2
R23949,Desa Brebeg,Balai Desa Binangun,20.236,43.3
R23950,Desa Brebeg,Balai Desa Bangkal,33.947,58.5
R23951,Desa Brebeg,Balai Desa Jepara Wetan,35.463,59.0
R23952,Desa Brebeg,Balai Desa Jepara Kulon,34.003,55.1
R23953,Desa Brebeg,Balai Desa Kepudang,31.654,51.6
R23954,Desa Brebeg,Balai Desa Jati,32.565,55.1
R23955,Desa Brebeg,Balai Desa Karangtawang,42.536,62.3
R23956,Desa Brebeg,Balai Desa Karangpakis,44.045,62.6
R23957,Desa Brebeg,Balai Desa Banjarsari,45.968,64.8
R23958,Desa Brebeg,Balai Desa Jetis,48.401,67.6
R23959,Desa Brebeg,Balai Desa Banjareja,50.129,70.9
R23960,Desa Brebeg,Balai Desa Kedungbenda,45.83,70.5
R23961,Desa Brebeg,Balai Desa Klumprit,43.916,67.5
R23962,Desa Brebeg,Balai Desa Karangsembung,47.936,72.8
R23963,Desa Brebeg,Balai Desa Purwadadi,46.206,66.8
R23964,Desa Brebeg,Balai Desa Nusawangkal,46.943,67.8
R23965,Desa Brebeg,Balai Desa Karangputat,39.326,63.1
R23966,Desa Brebeg,Balai Desa Banjarwaru,35.352,57.1
R23967,Desa Brebeg,Balai Desa Danasri,38.091,61.0
R23968,Desa Brebeg,Balai Desa Danasri Kidul,39.415,63.0
R23969,Desa Brebeg,Balai Desa Nusawungu,41.69,64.3
R23970,Desa Brebeg,Balai Desa Danasri Lor,37.624,60.1
R23971,Desa Brebeg,Balai Desa Sikanco,36.607,58.5
R23972,Desa Brebeg,Balai Desa Tambakreja,33.893,61.9
R23973,Desa Brebeg,Kelurahan Tegalreja,16.259,32.2
R23974,Desa Brebeg,Kelurahan Sidakaya,16.979,33.0
R23975,Desa Brebeg,Kelurahan Cilacap,19.029,36.0
R23976,Desa Brebeg,Kelurahan Tegalkamulyan,17.507,31.6
R23977,Desa Brebeg,Kelurahan Kutawaru,12.186,37.6
R23978,Desa Brebeg,Kelurahan Lomanis,15.013,26.6
R23979,Desa Brebeg,Kelurahan Donan,16.959,30.2
R23980,Desa Brebeg,Kelurahan Sidanegara,15.748,29.3
R23981,Desa Brebeg,Kelurahan Gunungsimping,14.941,28.7
R23982,Desa Brebeg,Kelurahan Kebonmanis,13.565,25.7
R23983,Desa Brebeg,Kelurahan Gumilir,11.626,22.2
R23984,Desa Brebeg,Kelurahan Mertasinga,10.413,22.3
R23985,Desa Brebeg,Kelurahan Tritih Kulon,9.809,19.0
R23986,Desa Brebeg,Kelurahan Karangtalun,11.814,21.7
R23987,Desa Brebeg,Balai Desa Kawunganten,14.584,26.9
R23988,Desa Brebeg,Balai Desa Kawunganten Lor,15.547,29.7
R23989,Desa Brebeg,Balai Desa Sarwadadi,18.557,36.7
R23990,Desa Brebeg,Balai Desa Kalijeruk,17.287,33.5
R23991,Desa Brebeg,Balai Desa Mentasan,9.816,34.4
R23992,Desa Brebeg,Balai Desa Sidaurip,5.828,17.5
R23993,Desa Brebeg,Balai Desa Babakan,13.725,42.0
R23994,Desa Brebeg,Balai Desa Ujunggagak,55.87,94.0
R23995,Desa Brebeg,Balai Desa Klaces,55.87,94.0
R23996,Desa Brebeg,Balai Desa Panikel,24.519,57.0
R23997,Desa Brebeg,Balai Desa Tritih Wetan,8.353,18.0
R23998,Desa Brebeg,Balai Desa Sumingkir,7.264,16.2
R23999,Desa Brebeg,Balai Desa Jeruklegi Wetan,3.144,10.0
R24000,Desa Brebeg,Balai Desa Jeruklegi Kulon,4.976,13.0
R24001,Desa Brebeg,Balai Desa Sawangan,5.342,15.6
R24002,Desa Brebeg,Balai Desa Cilibang,8.88,17.4
R24003,Desa Brebeg,Balai Desa Mandala,10.302,24.2
R24004,Desa Brebeg,Balai Desa Karangkemiri,18.825,35.0
R24005,Desa Brebeg,Balai Desa Jambusari,10.526,19.2
R24006,Desa Brebeg,Balai Desa Prapagan,11.264,30.3
R24007,Desa Brebeg,Balai Desa Citepus,15.945,39.1
R24008,Desa Brebeg,Balai Desa Menganti,12.66,25.2
R24009,Desa Brebeg,Balai Desa Karangkandri,14.26,27.1
R24010,Desa Brebeg,Balai Desa Slarang,17.156,31.5
R24011,Desa Brebeg,Balai Desa Kesugihan Kidul,15.084,28.8
R24012,Desa Brebeg,Balai Desa Kesugihan,15.783,27.8
R24013,Desa Brebeg,Balai Desa Kalisabuk,14.917,28.0
R24014,Desa Brebeg,Balai Desa Kuripan Kidul,12.755,24.1
R24015,Desa Brebeg,Balai Desa Kuripan,12.365,23.1
R24016,Desa Brebeg,Balai Desa Jangrana,13.349,27.3
R24017,Desa Brebeg,Balai Desa Planjan,10.309,19.5
R24018,Desa Brebeg,Balai Desa Dondong,10.228,20.4
R24019,Desa Brebeg,Balai Desa Ciwuni,12.328,23.4
R24020,Desa Brebeg,Balai Desa Karangjengkol,13.489,26.1
R24021,Desa Brebeg,Balai Desa Keleng,15.886,30.0
R24022,Desa Brebeg,Balai Desa Pesanggrahan,17.354,29.8
R24023,Desa Brebeg,Balai Desa Bulupayung,19.82,36.2
R24024,Desa Brebeg,Balai Desa Gombolharjo,17.563,33.1
R24025,Desa Brebeg,Balai Desa Wlahar,22.214,39.6
R24026,Desa Brebeg,Balai Desa Karanganyar,23.626,41.5
R24027,Desa Brebeg,Balai Desa Pedasong,28.719,46.9
R24028,Desa Brebeg,Balai Desa Glempangpasir,27.251,44.2
R24029,Desa Brebeg,Balai Desa Welahan Wetan,31.607,48.3
R24030,Desa Brebeg,Balai Desa Adireja Wetan,23.454,39.3
R24031,Desa Brebeg,Balai Desa Adireja Kulon,22.524,38.1
R24032,Desa Brebeg,Balai Desa Adipala,22.102,37.6
R24033,Desa Brebeg,Balai Desa Penggalang,20.529,35.7
R24034,Desa Brebeg,Balai Desa Karangsari,20.496,42.0
R24035,Desa Brebeg,Balai Desa Kalikudi,20.119,34.7
R24036,Desa Brebeg,Balai Desa Doplang,23.006,38.8
R24037,Desa Brebeg,Balai Desa Karangreja,18.738,33.1
R24038,Desa Brebeg,Balai Desa Klapagada,18.592,33.5
R24039,Desa Brebeg,Balai Desa Pengawaren,47.77,70.2
R24040,Desa Brebeg,Balai Desa Gunungtelu,45.937,69.8
R24041,Desa Brebeg,Balai Desa Sindangbarang,41.415,64.7
R24042,Desa Brebeg,Balai Desa Karangpucung,42.623,62.8
R24043,Desa Brebeg,Balai Desa Tayemtimur,41.623,62.8
R24044,Desa Brebeg,Balai Desa Tayem,44.258,65.0
R24045,Desa Brebeg,Balai Desa Ciporos,47.235,67.3
R24046,Desa Brebeg,Balai Desa Surusunda,48.175,78.8
R24047,Desa Brebeg,Balai Desa Bengbulang,47.427,74.8
R24048,Desa Brebeg,Balai Desa Sidamulya,52.889,111.1
R24049,Desa Brebeg,Balai Desa Ciruyung,52.394,89.6
R24050,Desa Brebeg,Balai Desa Pamulihan,59.274,103.5
R24051,Desa Brebeg,Balai Desa Babakan,53.476,86.0
R24052,Desa Brebeg,Balai Desa Serang,41.212,66.7
R24053,Desa Brebeg,Balai Desa Mulyadadi,44.618,70.6
R24054,Desa Brebeg,Balai Desa Cipari,43.657,69.7
R24055,Desa Brebeg,Balai Desa Segaralangu,40.99,77.8
R24056,Desa Brebeg,Balai Desa Karangreja,44.083,84.3
R24057,Desa Brebeg,Balai Desa Kutasari,47.053,92.7
R24058,Desa Brebeg,Balai Desa Pegadingan,49.146,82.8
R24059,Desa Brebeg,Balai Desa Cisuru,49.634,78.6
R24060,Desa Brebeg,Balai Desa Mekarsari,50.635,81.7
R24061,Desa Brebeg,Balai Desa Sidasari,54.966,100.3
R24062,Desa Brebeg,Balai Desa Caruy,59.39,92.8
R24063,Desa Brebeg,Balai Desa Tegalsari,37.599,61.3
R24064,Desa Brebeg,Balai Desa Margasari,41.062,68.4
R24065,Desa Brebeg,Balai Desa Tinggarjaya,38.403,61.9
R24066,Desa Brebeg,Balai Desa Gunungreja,36.826,61.7
R24067,Desa Brebeg,Balai Desa Sidareja,35.822,58.6
R24068,Desa Brebeg,Balai Desa Sidamulya,64.707,102.4
R24069,Desa Brebeg,Balai Desa Sudagaran,33.248,54.8
R24070,Desa Brebeg,Balai Desa Kunci,35.519,58.4
R24071,Desa Brebeg,Balai Desa Karanggedang,36.553,62.4
R24072,Desa Brebeg,Balai Desa Penyarang,39.686,71.1
R24073,Desa Brebeg,Balai Desa Sidanegara,44.563,88.2
R24074,Desa Brebeg,kelurahan Tambakreja,33.902,61.9
R24075,Desa Brebeg,Balai Desa Kaliwungu,19.548,36.3
R24076,Desa Brebeg,Balai Desa Bumireja,32.051,56.1
R24077,Desa Brebeg,Balai Desa Jatisari,34.132,65.5
R24078,Desa Brebeg,Balai Desa Ciklapa,37.203,68.6
R24079,Desa Brebeg,Balai Desa Bangunreja,38.968,67.6
R24080,Desa Brebeg,Balai Desa Kedungreja,38.837,65.6
R24081,Desa Brebeg,Balai Desa Tambaksari,74.567,133.3
R24082,Desa Brebeg,Balai Desa Rejamulya,42.171,69.7
R24083,Desa Brebeg,Balai Desa Bojongsari,46.797,77.7
R24084,Desa Brebeg,Balai Desa Rawaapu,48.012,77.3
R24085,Desa Brebeg,Balai Desa Sidamukti,43.729,72.8
R24086,Desa Brebeg,Balai Desa Purwodadi,43.072,72.8
R24087,Desa Brebeg,Balai Desa Cimrutu,49.12,90.0
R24088,Desa Brebeg,Balai Desa Patimuan,40.157,69.4
R24089,Desa Brebeg,Balai Desa Cinyawang,37.98,65.5
R24090,Desa Brebeg,Balai Desa Bulupayung,21.666,36.8
R24091,Desa Brebeg,Balai Desa Cisumur,30.087,53.0
R24092,Desa Brebeg,Balai Desa Sidaurip,29.121,52.8
R24093,Desa Brebeg,Balai Desa Gintungreja,26.173,50.3
R24094,Desa Brebeg,Balai Desa Layansari,26.618,46.9
R24095,Desa Brebeg,Balai Desa Gandrungmanis,26.315,43.0
R24096,Desa Brebeg,Balai Desa Bulusari,28.196,45.7
R24097,Desa Brebeg,Balai Desa Gandrungmangu,28.802,47.4
R24098,Desa Brebeg,Balai Desa Wringinharjo,32.853,51.9
R24099,Desa Brebeg,Balai Desa Karanganyar,33.741,54.4
R24100,Desa Brebeg,Balai Desa Muktisari,29.086,52.4
R24101,Desa Brebeg,Balai Desa Kertajaya,34.529,68.6
R24102,Desa Brebeg,Balai Desa Cinangsi,37.666,59.8
R24103,Desa Brebeg,Balai Desa Karanggintung,36.305,61.2
R24104,Desa Brebeg,Balai Desa Rungkang,38.594,67.8
R24105,Desa Brebeg,Balai Desa Bantarsari,23.963,38.6
R24106,Desa Brebeg,Balai Desa Rawajaya,21.844,39.7
R24107,Desa Brebeg,Balai Desa Binangun,37.733,56.7
R24108,Desa Brebeg,Balai Desa Bulaksari,30.667,54.2
R24109,Desa Brebeg,Balai Desa Kamulyan,27.256,47.8
R24110,Desa Brebeg,Balai Desa Cikedondong,33.353,65.2
R24111,Desa Brebeg,Balai Desa Kedungwadas,29.776,75.0
R24112,Desa Brebeg,Balai Desa Grugu,16.633,33.5
R24113,Desa Brebeg,Balai Desa Ujungmanik,7.072,21.8
R24114,Desa Brebeg,Balai Desa Kubangkangkung,10.19,20.8
R24115,Desa Brebeg,Balai Desa Bojong,12.522,23.6
R24116,Desa Brebeg,Balai Desa Cidadap,52.623,78.0
R24117,Desa Brebeg,Balai Desa Matenggeng,79.838,120.6
R24118,Desa Brebeg,Balai Desa Ciwalen,78.788,122.0
R24119,Desa Brebeg,Balai Desa Dayeuhluhur,83.131,127.0
R24120,Desa Brebeg,Balai Desa Hanum,87.383,139.0
R24121,Desa Brebeg,Balai Desa Datar,91.8,151.4
R24122,Desa Brebeg,Balai Desa Bingkeng,86.139,132.6
R24123,Desa Brebeg,Balai Desa Bolang,92.964,147.9
R24124,Desa Brebeg,Balai Desa Kutaagung,95.787,156.6
R24125,Desa Brebeg,Balai Desa Cijeruk,93.18,149.5
R24126,Desa Brebeg,Balai Desa Cilumping,96.639,159.9
R24127,Desa Brebeg,Balai Desa Sumpinghayu,95.364,157.8
R24128,Desa Brebeg,Balai Desa Purwasari,47.716,81.8
R24129,Desa Brebeg,Balai Desa Cilongkrang,50.706,78.7
R24130,Desa Brebeg,Balai Desa Tarisi,52.994,82.0
R24131,Desa Brebeg,Balai Desa Bantar,58.666,91.2
R24132,Desa Brebeg,Balai Desa Adimulya,62.393,95.9
R24133,Desa Brebeg,Balai Desa Wanareja,63.335,98.8
R24134,Desa Brebeg,Balai Desa Madura,67.291,100.8
R24135,Desa Brebeg,Balai Desa Madusari,69.751,114.0
R24136,Desa Brebeg,Balai Desa Majingklak,67.651,112.0
R24137,Desa Brebeg,Balai Desa Malabar,72.874,108.3
R24138,Desa Brebeg,Balai Desa Limbangan,70.424,101.0
R24139,Desa Brebeg,Balai Desa Cigantung,77.594,128.5
R24140,Desa Brebeg,Balai Desa Palugon,82.358,137.1
R24141,Desa Brebeg,Balai Desa Pahonjean,68.746,93.5
R24142,Desa Brebeg,Balai Desa Mulyadadi,66.48,96.0
R24143,Desa Brebeg,Balai Desa Mulyasari,64.336,93.3
R24144,Desa Brebeg,Balai Desa Padangsari,63.632,94.0
R24145,Desa Brebeg,Balai Desa Cilopadang,60.531,81.5
R24146,Desa Brebeg,Balai Desa Padangjaya,61.697,85.5
R24147,Desa Brebeg,Balai Desa Sindangsari,63.37,86.0
R24148,Desa Brebeg,Balai Desa Jenang,64.307,87.5
R24149,Desa Brebeg,Balai Desa Salebu,68.333,94.9
R24150,Desa Brebeg,Balai Desa Cibeunying,66.0,91.0
R24151,Desa Brebeg,Balai Desa Sepatnunggal,70.745,107.9
R24152,Desa Brebeg,Balai Desa Bener,68.277,100.6
R24153,Desa Brebeg,Balai Desa Boja,68.653,95.4
R24154,Desa Brebeg,Balai Desa Ujungbarang,72.559,104.0
R24155,Desa Brebeg,Balai Desa Pengadegan,74.505,112.8
R24156,Desa Brebeg,Balai Desa Sadabumi,77.058,120.8
R24157,Desa Brebeg,Balai Desa Sadahayu,75.765,122.9
R24158,Desa Brebeg,Balai Desa Karangreja,57.936,88.2
R24159,Desa Brebeg,Balai Desa Cimanggu,53.344,74.5
R24160,Desa Brebeg,Balai Desa Bantarpanjang,50.371,70.5
R24161,Desa Brebeg,Balai Desa Panimbang,49.005,68.9
R24162,Desa Brebeg,Balai Desa Mandala,51.61,80.4
R24163,Desa Brebeg,Balai Desa Bantarmangu,53.254,80.7
R24164,Desa Brebeg,Balai Desa Cilempuyang,53.928,74.4
R24165,Desa Brebeg,Balai Desa Rejodadi,60.167,84.8
R24166,Desa Brebeg,Balai Desa Negarajati,64.839,97.0
R24167,Desa Brebeg,Balai Desa Cisalak,58.692,96.6
R24168,Desa Brebeg,Balai Desa Cibalung,56.241,89.6
R24169,Desa Brebeg,Balai Desa Kutabima,65.375,116.5
R24170,Desa Brebeg,Balai Desa Pesahangan,71.017,105.6
R24171,Desa Brebeg,Balai Desa Cijati,68.971,99.8
R24172,Desa Brebeg,Balai Desa Tambaksari,74.594,133.4
R24173,Desa Brebeg,Balai Desa Bulupayung,39.314,71.9
R24174,Desa Brebeg,Balai Desa Bunton,23.271,41.8
R24175,Desa Brebeg,Balai Desa Karangbenda,25.245,42.0
R24176,Desa Brebeg,Balai Desa Adiraja,23.787,39.6
R24177,Desa Brebeg,Balai Desa Tritih Lor,4.197,10.8
R24178,Desa Brebeg,Balai Desa Brebeg,0.166,0.7
R24179,Desa Karangkandri,BPBD Kabupaten Cilacap,13.826,21.1
R24180,Desa Karangkandri,SMP N 1 Cilacap,14.078,21.1
R24181,Desa Karangkandri,Politeknik Negeri Cilacap,10.746,14.8
R24182,Desa Karangkandri,RSUD Cilacap,11.636,17.0
R24183,Desa Karangkandri,Akbid Graha Mandiri,11.886,16.9
R24184,Desa Karangkandri,Asrama Putri Stikes Al-Irsyad,10.453,16.1
R24185,Desa Karangkandri,SD Al-Irsyad 01,13.242,20.1
R24186,Desa Karangkandri,Rusunawa,11.129,14.6
R24187,Desa Karangkandri,AMN Cilacap,9.794,17.1
R24188,Desa Karangkandri,RSI Fatimah,8.57,15.0
R24189,Desa Karangkandri,Badan Diklat Arsip dan Perpusd,12.536,19.5
R24190,Desa Karangkandri,DPRD Kabupaten Cilacap,13.199,20.0
R24191,Desa Karangkandri,SMP Pius Cilacap,13.601,20.1
R24192,Desa Karangkandri,SMP Negeri 3 Cilacap,13.754,21.1
R24193,Desa Karangkandri,SMP Purnama 1 Cilacap,11.502,16.1
R24194,Desa Karangkandri,SMP Negeri 2 Cilacap,13.752,21.2
R24195,Desa Karangkandri,Masjid Al-Jihad,5.283,7.0
R24196,Desa Karangkandri,SMA Negeri 1 Cilacap,12.842,19.3
R24197,Desa Karangkandri,RSU Santa Maria Cilacap,13.612,20.2
R24198,Desa Karangkandri,Kantor Kelurahan Mertasinga,4.115,5.1
R24199,Desa Karangkandri,Gedung Golkar,13.144,19.9
R24200,Desa Karangkandri,SMA Sri Mukti Cilacap,10.156,16.2
R24201,Desa Karangkandri,SMP Muhammadiyah 1,12.801,20.0
R24202,Desa Karangkandri,SMP Muhammadiyah 2,6.787,9.3
R24203,Desa Karangkandri,SMP PGRI 1 Cilacap,5.699,8.0
R24204,Desa Karangkandri,SMP Purnama 2 Cilacap,13.714,21.2
R24205,Desa Karangkandri,SMP Negeri 8 Cilacap,12.766,19.0
R24206,Desa Karangkandri,SMK YPE Cilacap,11.865,16.9
R24207,Desa Karangkandri,SMP Negeri 4 Cilacap,10.35,14.6
R24208,Desa Karangkandri,SMP Negeri 6 Cilacap,11.195,17.5
R24209,Desa Karangkandri,SD Negeri Tegalreja 01,12.939,19.1
R24210,Desa Karangkandri,SMA Al-Irsyad Cilacap,13.416,20.6
R24211,Desa Karangkandri,SD Negeri Tegalreja 02,11.606,19.4
R24212,Desa Karangkandri,Masjid Agung Darussalam,13.479,21.6
R24213,Desa Karangkandri,Hotel 3 Intan,14.412,22.1
R24214,Desa Karangkandri,Hotel Mutiara,10.623,15.6
R24215,Desa Karangkandri,PMI Cilacap,5.61,7.4
R24216,Desa Karangkandri,SMA Yos Sudarso,13.346,19.7
R24217,Desa Karangkandri,Rumah Sakit Aprilia,11.492,17.4
R24218,Desa Karangkandri,Balai Desa Panulisan Barat,100.602,137.4
R24219,Desa Karangkandri,Balai Desa Panulisan,99.392,133.8
R24220,Desa Karangkandri,Balai Desa Panulisan Timur,98.759,130.9
R24221,Desa Karangkandri,Balai Desa Karangrena,13.712,24.2
R24222,Desa Karangkandri,Balai Desa Maos Kidul,13.679,20.0
R24223,Desa Karangkandri,Balai Desa Maos Lor,15.241,22.2
R24224,Desa Karangkandri,Balai Desa Kalijaran,16.521,26.1
R24225,Desa Karangkandri,Balai Desa Mernek,17.579,28.3
R24226,Desa Karangkandri,Balai Desa Penisihan,16.645,23.8
R24227,Desa Karangkandri,Balai Desa Glempang,17.982,25.4
R24228,Desa Karangkandri,Balai Desa Paketingan,21.739,33.2
R24229,Desa Karangkandri,Balai Desa Ketanggung,18.702,28.1
R24230,Desa Karangkandri,Balai Desa Nusajati,19.285,29.1
R24231,Desa Karangkandri,Balai Desa Paberasan,23.757,37.6
R24232,Desa Karangkandri,Balai Desa Karangjati,23.428,36.3
R24233,Desa Karangkandri,Balai Desa Sidasari,21.543,32.1
R24234,Desa Karangkandri,Balai Desa Karangasem,23.62,35.0
R24235,Desa Karangkandri,Balai Desa Sampang,22.409,31.8
R24236,Desa Karangkandri,Balai Desa Karangtengah,20.811,29.2
R24237,Desa Karangkandri,Balai Desa Brani,20.867,29.9
R24238,Desa Karangkandri,Balai Desa Sikampuh,16.109,24.7
R24239,Desa Karangkandri,Balai Desa Karangturi,20.13,34.3
R24240,Desa Karangkandri,Balai Desa Ayamalas,22.46,34.1
R24241,Desa Karangkandri,Balai Desa Karangmangu,21.886,34.5
R24242,Desa Karangkandri,Balai Desa Pucung Kidul,23.577,35.5
R24243,Desa Karangkandri,Balai Desa Mergawati,25.983,40.2
R24244,Desa Karangkandri,Balai Desa Pucung Lor,12.863,19.9
R24245,Desa Karangkandri,Balai Desa Bajing,21.896,34.3
R24246,Desa Karangkandri,Balai Desa Kroya,20.611,30.7
R24247,Desa Karangkandri,Balai Desa Pekuncen,17.584,26.1
R24248,Desa Karangkandri,Balai Desa Bajing Kulon,20.44,31.9
R24249,Desa Karangkandri,Balai Desa Mujur,23.417,37.2
R24250,Desa Karangkandri,Balai Desa Gentasari,21.486,34.0
R24251,Desa Karangkandri,Balai Desa Mujur Lor,25.023,39.9
R24252,Desa Karangkandri,Balai Desa Widarapayung Kulon,21.207,28.3
R24253,Desa Karangkandri,Balai Desa Sidayu,21.763,29.4
R24254,Desa Karangkandri,Balai Desa Widarapayung Wetan,23.033,30.9
R24255,Desa Karangkandri,Balai Desa Sidaurip,42.924,72.4
R24256,Desa Karangkandri,Balai Desa Pagubugan Kulon,27.303,35.5
R24257,Desa Karangkandri,Balai Desa Pagubugan,28.83,38.5
R24258,Desa Karangkandri,Balai Desa Karangnangka,32.0,45.9
R24259,Desa Karangkandri,Balai Desa Kemojing,30.195,40.5
R24260,Desa Karangkandri,Balai Desa Pesawahan,28.656,38.0
R24261,Desa Karangkandri,Balai Desa Pasuruhan,27.906,40.9
R24262,Desa Karangkandri,Balai Desa Alangamba,26.068,36.3
R24263,Desa Karangkandri,Balai Desa Binangun,34.135,63.4
R24264,Desa Karangkandri,Balai Desa Bangkal,24.015,39.1
